Linux 2.6.32-279.14.1.el6.x86_64 (compute-662-5.local) 	04/19/20 	_x86_64_	(48 CPU)

17:39:29        IFACE   rxpck/s   txpck/s    rxkB/s    txkB/s   rxcmp/s   txcmp/s  rxmcst/s
17:39:30           lo    414.14    414.14    384.93    384.93      0.00      0.00      0.00
17:39:30         eth1      0.00      0.00      0.00      0.00      0.00      0.00      0.00
17:39:30         eth2      0.00      0.00      0.00      0.00      0.00      0.00      0.00
17:39:30         mic0      0.00      0.00      0.00      0.00      0.00      0.00      0.00
17:39:30         mic1      0.00      0.00      0.00      0.00      0.00      0.00      0.00
17:39:30        myri0      0.00      0.00      0.00      0.00      0.00      0.00      0.00

17:39:30        IFACE   rxpck/s   txpck/s    rxkB/s    txkB/s   rxcmp/s   txcmp/s  rxmcst/s
17:39:31           lo      0.00      0.00      0.00      0.00      0.00      0.00      0.00
17:39:31         eth1   1261.22   1420.41    207.46    233.09      0.00      0.00    189.80
17:39:31         eth2      0.00      0.00      0.00      0.00      0.00      0.00      0.00
17:39:31         mic0      0.00      0.00      0.00      0.00      0.00      0.00      0.00
17:39:31         mic1      0.00      0.00      0.00      0.00      0.00      0.00      0.00
17:39:31        myri0      0.00      0.00      0.00      0.00      0.00      0.00      0.00
