Linux 2.6.32-279.14.1.el6.x86_64 (compute-662-5.local) 	04/19/20 	_x86_64_	(48 CPU)

19:02:35        IFACE   rxpck/s   txpck/s    rxkB/s    txkB/s   rxcmp/s   txcmp/s  rxmcst/s
19:02:36           lo     18.37     18.37      5.13      5.13      0.00      0.00      0.00
19:02:36         eth1      0.00      0.00      0.00      0.00      0.00      0.00      0.00
19:02:36         eth2      0.00      0.00      0.00      0.00      0.00      0.00      0.00
19:02:36         mic0      0.00      0.00      0.00      0.00      0.00      0.00      0.00
19:02:36         mic1      0.00      0.00      0.00      0.00      0.00      0.00      0.00
19:02:36        myri0      0.00      0.00      0.00      0.00      0.00      0.00      0.00

19:02:36        IFACE   rxpck/s   txpck/s    rxkB/s    txkB/s   rxcmp/s   txcmp/s  rxmcst/s
19:02:37           lo      0.00      0.00      0.00      0.00      0.00      0.00      0.00
19:02:37         eth1    229.59    238.78     38.95     45.95      0.00      0.00    113.27
19:02:37         eth2      0.00      0.00      0.00      0.00      0.00      0.00      0.00
19:02:37         mic0      0.00      0.00      0.00      0.00      0.00      0.00      0.00
19:02:37         mic1      0.00      0.00      0.00      0.00      0.00      0.00      0.00
19:02:37        myri0      0.00      0.00      0.00      0.00      0.00      0.00      0.00
