Linux 2.6.32-279.14.1.el6.x86_64 (compute-662-3.local) 	04/19/20 	_x86_64_	(48 CPU)

05:24:06        IFACE   rxpck/s   txpck/s    rxkB/s    txkB/s   rxcmp/s   txcmp/s  rxmcst/s
05:24:07           lo     18.37     18.37      5.08      5.08      0.00      0.00      0.00
05:24:07         eth1      0.00      0.00      0.00      0.00      0.00      0.00      0.00
05:24:07         eth2      0.00      0.00      0.00      0.00      0.00      0.00      0.00
05:24:07         mic0      0.00      0.00      0.00      0.00      0.00      0.00      0.00
05:24:07         mic1      0.00      0.00      0.00      0.00      0.00      0.00      0.00
05:24:07        myri0      0.00      0.00      0.00      0.00      0.00      0.00      0.00

05:24:07        IFACE   rxpck/s   txpck/s    rxkB/s    txkB/s   rxcmp/s   txcmp/s  rxmcst/s
05:24:08           lo      0.00      0.00      0.00      0.00      0.00      0.00      0.00
05:24:08         eth1    152.04    155.10     24.99     29.82      0.00      0.00     38.78
05:24:08         eth2      0.00      0.00      0.00      0.00      0.00      0.00      0.00
05:24:08         mic0      0.00      0.00      0.00      0.00      0.00      0.00      0.00
05:24:08         mic1      0.00      0.00      0.00      0.00      0.00      0.00      0.00
05:24:08        myri0      0.00      0.00      0.00      0.00      0.00      0.00      0.00
