Linux 2.6.32-279.14.1.el6.x86_64 (compute-662-3.local) 	04/19/20 	_x86_64_	(48 CPU)

06:07:05        IFACE   rxpck/s   txpck/s    rxkB/s    txkB/s   rxcmp/s   txcmp/s  rxmcst/s
06:07:06           lo  10799.00  10799.00 271332.94 271332.94      0.00      0.00      0.00
06:07:06         eth1      0.00      0.00      0.00      0.00      0.00      0.00      0.00
06:07:06         eth2      0.00      0.00      0.00      0.00      0.00      0.00      0.00
06:07:06         mic0      0.00      0.00      0.00      0.00      0.00      0.00      0.00
06:07:06         mic1      0.00      0.00      0.00      0.00      0.00      0.00      0.00
06:07:06        myri0      0.00      0.00      0.00      0.00      0.00      0.00      0.00

06:07:06        IFACE   rxpck/s   txpck/s    rxkB/s    txkB/s   rxcmp/s   txcmp/s  rxmcst/s
06:07:07           lo      0.00      0.00      0.00      0.00      0.00      0.00      0.00
06:07:07         eth1    389.69    432.99    108.00     77.00      0.00      0.00     38.14
06:07:07         eth2      0.00      0.00      0.00      0.00      0.00      0.00      0.00
06:07:07         mic0      0.00      0.00      0.00      0.00      0.00      0.00      0.00
06:07:07         mic1      0.00      0.00      0.00      0.00      0.00      0.00      0.00
06:07:07        myri0      0.00      0.00      0.00      0.00      0.00      0.00      0.00
