Linux 2.6.32-279.14.1.el6.x86_64 (compute-662-3.local) 	04/19/20 	_x86_64_	(48 CPU)

05:23:18        IFACE   rxpck/s   txpck/s    rxkB/s    txkB/s   rxcmp/s   txcmp/s  rxmcst/s
05:23:19           lo     18.18     18.18      5.03      5.03      0.00      0.00      0.00
05:23:19         eth1    149.49    154.55     24.65     29.58      0.00      0.00      0.00
05:23:19         eth2      0.00      0.00      0.00      0.00      0.00      0.00      0.00
05:23:19         mic0      0.00      0.00      0.00      0.00      0.00      0.00      0.00
05:23:19         mic1      0.00      0.00      0.00      0.00      0.00      0.00      0.00
05:23:19        myri0      0.00      0.00      0.00      0.00      0.00      0.00      0.00

05:23:19        IFACE   rxpck/s   txpck/s    rxkB/s    txkB/s   rxcmp/s   txcmp/s  rxmcst/s
05:23:20           lo      0.00      0.00      0.00      0.00      0.00      0.00      0.00
05:23:20         eth1      0.00      0.00      0.00      0.00      0.00      0.00      0.00
05:23:20         eth2      0.00      0.00      0.00      0.00      0.00      0.00      0.00
05:23:20         mic0      0.00      0.00      0.00      0.00      0.00      0.00      0.00
05:23:20         mic1      0.00      0.00      0.00      0.00      0.00      0.00      0.00
05:23:20        myri0      0.00      0.00      0.00      0.00      0.00      0.00      0.00
