Linux 2.6.32-279.14.1.el6.x86_64 (compute-662-5.local) 	04/19/20 	_x86_64_	(48 CPU)

17:34:28        IFACE   rxpck/s   txpck/s    rxkB/s    txkB/s   rxcmp/s   txcmp/s  rxmcst/s
17:34:29           lo    150.51    150.51    186.93    186.93      0.00      0.00      0.00
17:34:29         eth1    646.46    754.55    111.62    128.97      0.00      0.00     37.37
17:34:29         eth2      0.00      0.00      0.00      0.00      0.00      0.00      0.00
17:34:29         mic0      0.00      0.00      0.00      0.00      0.00      0.00      0.00
17:34:29         mic1      0.00      0.00      0.00      0.00      0.00      0.00      0.00
17:34:29        myri0      0.00      0.00      0.00      0.00      0.00      0.00      0.00

17:34:29        IFACE   rxpck/s   txpck/s    rxkB/s    txkB/s   rxcmp/s   txcmp/s  rxmcst/s
17:34:30           lo     65.66     65.66      3.86      3.86      0.00      0.00      0.00
17:34:30         eth1      0.00      0.00      0.00      0.00      0.00      0.00      0.00
17:34:30         eth2      0.00      0.00      0.00      0.00      0.00      0.00      0.00
17:34:30         mic0      0.00      0.00      0.00      0.00      0.00      0.00      0.00
17:34:30         mic1      0.00      0.00      0.00      0.00      0.00      0.00      0.00
17:34:30        myri0      0.00      0.00      0.00      0.00      0.00      0.00      0.00

17:34:30        IFACE   rxpck/s   txpck/s    rxkB/s    txkB/s   rxcmp/s   txcmp/s  rxmcst/s
17:34:31           lo      0.00      0.00      0.00      0.00      0.00      0.00      0.00
17:34:31         eth1     12.24      8.16      0.78      0.59      0.00      0.00    152.04
17:34:31         eth2      0.00      0.00      0.00      0.00      0.00      0.00      0.00
17:34:31         mic0      0.00      0.00      0.00      0.00      0.00      0.00      0.00
17:34:31         mic1      0.00      0.00      0.00      0.00      0.00      0.00      0.00
17:34:31        myri0      0.00      0.00      0.00      0.00      0.00      0.00      0.00
