Linux 2.6.32-279.14.1.el6.x86_64 (compute-662-5.local) 	04/19/20 	_x86_64_	(48 CPU)

19:02:01        IFACE   rxpck/s   txpck/s    rxkB/s    txkB/s   rxcmp/s   txcmp/s  rxmcst/s
19:02:02           lo     18.37     18.37      5.12      5.12      0.00      0.00      0.00
19:02:02         eth1      0.00      0.00      0.00      0.00      0.00      0.00      0.00
19:02:02         eth2      0.00      0.00      0.00      0.00      0.00      0.00      0.00
19:02:02         mic0      0.00      0.00      0.00      0.00      0.00      0.00      0.00
19:02:02         mic1      0.00      0.00      0.00      0.00      0.00      0.00      0.00
19:02:02        myri0      0.00      0.00      0.00      0.00      0.00      0.00      0.00

19:02:02        IFACE   rxpck/s   txpck/s    rxkB/s    txkB/s   rxcmp/s   txcmp/s  rxmcst/s
19:02:03           lo      0.00      0.00      0.00      0.00      0.00      0.00      0.00
19:02:03         eth1    197.96    202.04     33.21     39.47      0.00      0.00     89.80
19:02:03         eth2      0.00      0.00      0.00      0.00      0.00      0.00      0.00
19:02:03         mic0      0.00      0.00      0.00      0.00      0.00      0.00      0.00
19:02:03         mic1      0.00      0.00      0.00      0.00      0.00      0.00      0.00
19:02:03        myri0      0.00      0.00      0.00      0.00      0.00      0.00      0.00
