Linux 2.6.32-279.14.1.el6.x86_64 (compute-662-3.local) 	04/19/20 	_x86_64_	(48 CPU)

05:13:59        IFACE   rxpck/s   txpck/s    rxkB/s    txkB/s   rxcmp/s   txcmp/s  rxmcst/s
05:14:00           lo    150.51    150.51    186.89    186.89      0.00      0.00      0.00
05:14:00         eth1      0.00      0.00      0.00      0.00      0.00      0.00      0.00
05:14:00         eth2      0.00      0.00      0.00      0.00      0.00      0.00      0.00
05:14:00         mic0      0.00      0.00      0.00      0.00      0.00      0.00      0.00
05:14:00         mic1      0.00      0.00      0.00      0.00      0.00      0.00      0.00
05:14:00        myri0      0.00      0.00      0.00      0.00      0.00      0.00      0.00

05:14:00        IFACE   rxpck/s   txpck/s    rxkB/s    txkB/s   rxcmp/s   txcmp/s  rxmcst/s
05:14:01           lo     66.33     66.33      3.90      3.90      0.00      0.00      0.00
05:14:01         eth1    656.12    775.51    113.15    131.37      0.00      0.00      0.00
05:14:01         eth2      0.00      0.00      0.00      0.00      0.00      0.00      0.00
05:14:01         mic0      0.00      0.00      0.00      0.00      0.00      0.00      0.00
05:14:01         mic1      0.00      0.00      0.00      0.00      0.00      0.00      0.00
05:14:01        myri0      0.00      0.00      0.00      0.00      0.00      0.00      0.00

05:14:01        IFACE   rxpck/s   txpck/s    rxkB/s    txkB/s   rxcmp/s   txcmp/s  rxmcst/s
05:14:02           lo      0.00      0.00      0.00      0.00      0.00      0.00      0.00
05:14:02         eth1      0.00      0.00      0.00      0.00      0.00      0.00      0.00
05:14:02         eth2      0.00      0.00      0.00      0.00      0.00      0.00      0.00
05:14:02         mic0      0.00      0.00      0.00      0.00      0.00      0.00      0.00
05:14:02         mic1      0.00      0.00      0.00      0.00      0.00      0.00      0.00
05:14:02        myri0      0.00      0.00      0.00      0.00      0.00      0.00      0.00
