Linux 2.6.32-279.14.1.el6.x86_64 (compute-662-3.local) 	04/19/20 	_x86_64_	(48 CPU)

05:57:19        IFACE   rxpck/s   txpck/s    rxkB/s    txkB/s   rxcmp/s   txcmp/s  rxmcst/s
05:57:20           lo   1185.86   1185.86  33174.06  33174.06      0.00      0.00      0.00
05:57:20         eth1    249.49    242.42     83.31     47.29      0.00      0.00      0.00
05:57:20         eth2      0.00      0.00      0.00      0.00      0.00      0.00      0.00
05:57:20         mic0      0.00      0.00      0.00      0.00      0.00      0.00      0.00
05:57:20         mic1      0.00      0.00      0.00      0.00      0.00      0.00      0.00
05:57:20        myri0      0.00      0.00      0.00      0.00      0.00      0.00      0.00

05:57:20        IFACE   rxpck/s   txpck/s    rxkB/s    txkB/s   rxcmp/s   txcmp/s  rxmcst/s
05:57:21           lo   4562.00   4562.00 147734.57 147734.57      0.00      0.00      0.00
05:57:21         eth1      0.00      0.00      0.00      0.00      0.00      0.00      0.00
05:57:21         eth2      0.00      0.00      0.00      0.00      0.00      0.00      0.00
05:57:21         mic0      0.00      0.00      0.00      0.00      0.00      0.00      0.00
05:57:21         mic1      0.00      0.00      0.00      0.00      0.00      0.00      0.00
05:57:21        myri0      0.00      0.00      0.00      0.00      0.00      0.00      0.00

05:57:21        IFACE   rxpck/s   txpck/s    rxkB/s    txkB/s   rxcmp/s   txcmp/s  rxmcst/s
05:57:22           lo      0.00      0.00      0.00      0.00      0.00      0.00      0.00
05:57:22         eth1      8.16      7.14      0.53      0.65      0.00      0.00      0.00
05:57:22         eth2      0.00      0.00      0.00      0.00      0.00      0.00      0.00
05:57:22         mic0      0.00      0.00      0.00      0.00      0.00      0.00      0.00
05:57:22         mic1      0.00      0.00      0.00      0.00      0.00      0.00      0.00
05:57:22        myri0      0.00      0.00      0.00      0.00      0.00      0.00      0.00
